ⲥⲉⲥⲱⲧⲙ	ⲥⲉ|ⲥⲱⲧⲙ
ⲉⲣⲟⲟⲩ	ⲉⲣⲟ|ⲟⲩ
·	·
ⲛⲧⲱⲧⲛ	ⲛⲧⲱⲧⲛ
ⲁⲛ	ⲁⲛ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲁⲧⲉⲧⲛⲥⲟⲧⲡⲧ	ⲁ|ⲧⲉⲧⲛ|ⲥⲟⲧⲡ|ⲧ
·	·
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲁⲛⲟⲕ	ⲁⲛⲟⲕ
ⲁⲓⲥⲉⲧⲡⲧⲏⲩⲧⲛ	ⲁ|ⲓ|ⲥⲉⲧⲡ|ⲧⲏⲩⲧⲛ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ϯϫⲟⲟⲩ	ϯ|ϫⲟⲟⲩ
ⲙⲙⲱⲧⲛ	ⲙⲙⲱ|ⲧⲛ
ⲛⲧϩⲉ	ⲛ|ⲧ|ϩⲉ
ⲛϩⲉⲛⲉⲥⲟⲟⲩ	ⲛ|ϩⲉⲛ|ⲉⲥⲟⲟⲩ
ⲛⲧⲙⲏⲧⲉ	ⲛ|ⲧ|ⲙⲏⲧⲉ
ⲛϩⲉⲛⲟⲩⲱⲛϣ	ⲛ|ϩⲉⲛ|ⲟⲩⲱⲛϣ
ⲙⲡⲣⲣϩⲟⲧⲉϩⲏⲧⲟⲩ	ⲙⲡⲣ|ⲣϩⲟⲧⲉ|ϩⲏⲧ|ⲟⲩ
ⲛⲛⲉⲧⲛⲁⲙⲟⲩⲟⲩⲧ	ⲛ|ⲛ|ⲉⲧ|ⲛⲁ|ⲙⲟⲩⲟⲩⲧ
ⲙⲡⲉⲧⲛⲥⲱⲙⲁ	ⲙ|ⲡⲉⲧⲛ|ⲥⲱⲙⲁ
·	·
ⲉϣϫⲉ	ⲉϣϫⲉ
ⲁⲩⲡⲱⲧ	ⲁ|ⲩ|ⲡⲱⲧ
ⲛⲥⲱⲉⲓ	ⲛⲥⲱ|ⲓ
ⲥⲉⲛⲁⲡⲱⲧ	ⲥⲉ|ⲛⲁ|ⲡⲱⲧ
ⲛⲥⲁⲧⲏⲩⲧⲛ	ⲛⲥⲁ|ⲧⲏⲩⲧⲛ
·	·
ⲉϣϫⲉ	ⲉϣϫⲉ
ⲁⲩϩⲁⲣⲉϩ	ⲁ|ⲩ|ϩⲁⲣⲉϩ
ⲉⲡⲁϣⲁϫⲉ	ⲉ|ⲡⲁ|ϣⲁϫⲉ
ⲥⲉⲛⲁϩⲁⲣⲉϩ	ⲥⲉ|ⲛⲁ|ϩⲁⲣⲉϩ
ⲟⲛ	ⲟⲛ
ⲉⲡⲱⲧⲛ	ⲉ|ⲡⲱⲧⲛ
·	·
ⲉϣϫⲉ	ⲉϣϫⲉ
ⲁⲩⲙⲟⲩⲧⲉ	ⲁ|ⲩ|ⲙⲟⲩⲧⲉ
ⲉⲡϫⲟⲉⲓⲥ	ⲉ|ⲡ|ϫⲟⲉⲓⲥ
ⲙⲡⲏⲓ	ⲙ|ⲡ|ⲏⲓ
ϫⲉⲃⲉⲉⲗⲍⲉⲃⲟⲩⲗ	ϫⲉ|ⲃⲉⲉⲗⲍⲉⲃⲟⲩⲗ
·	·
ⲉⲓⲉ	ⲉⲓⲉ
ⲉⲩⲛⲁⲛⲟϭⲛⲉϭ	ⲉ|ⲩ|ⲛⲁ|ⲛⲟϭⲛⲉϭ
ⲛⲟⲩⲏⲣ	ⲛ|ⲟⲩⲏⲣ
ⲛⲛⲉϥⲣⲙⲛⲏⲓ	ⲛ|ⲛⲉϥ|ⲣⲙⲛⲏⲓ
ϩⲛⲟⲩⲕⲱⲙϣ	ϩⲛ|ⲟⲩ|ⲕⲱⲙϣ
ⲙⲛⲟⲩⲥⲱϣϥ	ⲙⲛ|ⲟⲩ|ⲥⲱϣϥ
·	·
ⲁⲛⲁⲩ	ⲁⲛⲁⲩ
ⲧⲉⲛⲟⲩ	ⲧⲉⲛⲟⲩ
ⲛⲉⲥⲛⲏⲩ	ⲛⲉ|ⲥⲛⲏⲩ
ϫⲉⲧⲛⲧϭⲁⲓⲏⲩ	ϫⲉ|ⲧⲛ|ⲧϭⲁⲓⲏⲩ
ⲛⲟⲩⲏⲣ	ⲛ|ⲟⲩⲏⲣ
ϫⲉⲁⲛⲉⲛⲉⲓⲟⲧⲉ	ϫⲉ|ⲁ|ⲛⲉⲛ|ⲉⲓⲟⲧⲉ
ⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ	ⲛⲉ|ⲡⲣⲟⲫⲏⲧⲏⲥ
ⲙⲛⲛⲁⲡⲟⲥⲧⲟⲗⲟⲥ	ⲙⲛ|ⲛ|ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
ϫⲱⲕ	ϫⲱⲕ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛϩⲉⲛⲛⲟϭ	ⲛ|ϩⲉⲛ|ⲛⲟϭ
ⲛϩⲓⲥⲉ	ⲛ|ϩⲓⲥⲉ
,	,
ϩⲛⲟⲩⲙⲛⲧϩⲙϩⲁⲗ	ϩⲛ|ⲟⲩ|ⲙⲛⲧϩⲙϩⲁⲗ
ⲉⲛⲁϣⲱⲥ	ⲉ|ⲛⲁϣⲱ|ⲥ
·	·
ⲛⲧⲙⲏⲧⲉ	ⲛ|ⲧ|ⲙⲏⲧⲉ
ⲛⲛⲉⲧϩⲟⲟⲩ	ⲛ|ⲛ|ⲉⲧ|ϩⲟⲟⲩ
ⲙⲛⲛⲉⲧⲛⲁⲛⲟⲩⲟⲩ	ⲙⲛ|ⲛ|ⲉⲧ|ⲛⲁⲛⲟⲩ|ⲟⲩ
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲧⲙⲏⲧⲉ	ⲛ|ⲧ|ⲙⲏⲧⲉ
ⲛⲛⲉⲧⲙⲟⲥⲧⲉ	ⲛ|ⲛ|ⲉⲧ|ⲙⲟⲥⲧⲉ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
ⲙⲛⲛⲉⲧⲙⲉ	ⲙⲛ|ⲛ|ⲉⲧ|ⲙⲉ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
·	·
ⲁⲛⲟⲛ	ⲁⲛⲟⲛ
ⲇⲉ	ⲇⲉ
ϩⲱⲱⲛ	ϩⲱⲱ|ⲛ
ⲛⲧⲛϣⲓⲡⲉ	ⲛ|ⲧⲛ|ϣⲓⲡⲉ
ⲁⲛ	ⲁⲛ
ⲉⲛϫⲱ	ⲉ|ⲛ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
·	·
ϫⲉⲛⲧⲛⲛⲁϥⲓ	ϫⲉ|ⲛ|ⲧⲛ|ⲛⲁ|ϥⲓ
ⲡⲣⲟⲟⲩϣ	ⲡ|ⲣⲟⲟⲩϣ
ⲁⲛ	ⲁⲛ
ⲛⲛⲉⲛⲥⲛⲏⲩ	ⲛ|ⲛⲉⲛ|ⲥⲛⲏⲩ
ⲉⲛⲟⲩⲱⲛϩ	ⲉ|ⲛ|ⲟⲩⲱⲛϩ
ⲙⲙⲟⲛ	ⲙⲙⲟ|ⲛ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛⲁⲧⲙⲡϣⲁ	ⲛ|ⲁⲧⲙⲡϣⲁ
ⲙⲡⲉϩⲙⲟⲧ	ⲙ|ⲡⲉ|ϩⲙⲟⲧ
ⲙⲡϫⲟⲉⲓⲥ	ⲙ|ⲡ|ϫⲟⲉⲓⲥ
ⲛⲧⲁϥⲁⲁⲛ	ⲛⲧ|ⲁ|ϥ|ⲁⲁ|ⲛ
ⲛⲙⲡϣⲁ	ⲛ|ⲙⲡϣⲁ
ⲛⲑⲛⲟⲛ	ⲛ|ⲑⲛⲟⲛ
ⲉϩⲟⲩⲛ	ⲉϩⲟⲩⲛ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ϩⲛϩⲉⲛϩⲃⲏⲩⲉ	ϩⲛ|ϩⲉⲛ|ϩⲃⲏⲩⲉ
ⲛⲧⲛⲙⲡϣⲁ	ⲛ|ⲧⲛ|ⲙⲡϣⲁ
ⲙⲙⲟⲟⲩ	ⲙⲙⲟ|ⲟⲩ
ⲁⲛ	ⲁⲛ
·	·
ⲉⲧⲃⲉⲡⲁⲓ	ⲉⲧⲃⲉ|ⲡⲁⲓ
ⲙⲡⲣⲧⲣⲉⲗⲁⲁⲩ	ⲙⲡⲣⲧⲣⲉ|ⲗⲁⲁⲩ
ϩⲣⲁⲓ	ϩⲣⲁⲓ
ⲛϩⲏⲧⲛ	ⲛϩⲏⲧ|ⲛ
ⲏ	ⲏ
ϩⲁⲧⲛⲧⲏⲩⲧⲛ	ϩⲁⲧⲛ|ⲧⲏⲩⲧⲛ
ⲛⲧⲱⲧⲛ	ⲛⲧⲱⲧⲛ
ⲡⲱϩⲧ	ⲡⲱϩⲧ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲙⲡⲉϩⲙⲟⲧ	ⲙ|ⲡⲉ|ϩⲙⲟⲧ
ⲙⲡϫⲟⲉⲓⲥ	ⲙ|ⲡ|ϫⲟⲉⲓⲥ
·	·
ⲛⲥⲉⲡⲱⲧ	ⲛ|ⲥⲉ|ⲡⲱⲧ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ⲛϩⲉⲛⲕⲟⲟⲩⲉ	ⲛ|ϩⲉⲛ|ⲕⲟⲟⲩⲉ
ⲉⲁⲩϭⲁⲗⲱⲟⲩ	ⲉ|ⲁ|ⲩ|ϭⲁⲗⲱ|ⲟⲩ
ⲉⲣⲟⲟⲩ	ⲉⲣⲟ|ⲟⲩ
ⲉⲧⲣⲉⲩϥⲓ	ⲉ|ⲧⲣⲉ|ⲩ|ϥⲓ
ⲡⲉⲩⲣⲟⲟⲩϣ	ⲡⲉⲩ|ⲣⲟⲟⲩϣ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲓⲧⲙⲡⲛⲟⲩⲧⲉ	ϩⲓⲧⲙ|ⲡ|ⲛⲟⲩⲧⲉ
·	·
ⲛⲧϩⲉ	ⲛ|ⲧ|ϩⲉ
ϩⲱⲟⲩ	ϩⲱⲟⲩ
ⲟⲛ	ⲟⲛ
ⲛⲧⲁϩⲉⲛⲕⲟⲟⲩⲉ	ⲛⲧ|ⲁ|ϩⲉⲛ|ⲕⲟⲟⲩⲉ
ϥⲓ	ϥⲓ
ⲙⲡⲉⲩⲣⲟⲟⲩϣ	ⲙ|ⲡⲉⲩ|ⲣⲟⲟⲩϣ
ϫⲓⲛⲛϣⲟⲣⲡ	ϫⲓⲛ|ⲛ|ϣⲟⲣⲡ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲟⲛ	ⲟⲛ
ⲧⲉⲛⲟⲩ	ⲧⲉⲛⲟⲩ
ⲉⲩⲛϩⲉⲛⲕⲟⲟⲩⲉ	ⲉ|ⲩⲛ|ϩⲉⲛ|ⲕⲟⲟⲩⲉ
ϥⲓⲣⲟⲟⲩϣ	ϥⲓⲣⲟⲟⲩϣ
ϩⲁⲣⲟⲟⲩ	ϩⲁⲣⲟ|ⲟⲩ
ϩⲛϩⲱⲃ	ϩⲛ|ϩⲱⲃ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲓⲧⲉ	ⲉⲓⲧⲉ
ϩⲛⲧⲉⲥⲃⲱ	ϩⲛ|ⲧⲉ|ⲥⲃⲱ
ⲛⲛⲉⲅⲣⲁⲫⲏ	ⲛ|ⲛⲉ|ⲅⲣⲁⲫⲏ
,	,
ⲉⲓⲧⲉ	ⲉⲓⲧⲉ
ϩⲛⲧⲉϩⲣⲉ	ϩⲛ|ⲧⲉ|ϩⲣⲉ
·	·
ⲙⲛⲧϩⲃⲥⲱ	ⲙⲛ|ⲧ|ϩⲃⲥⲱ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲟⲛ	ⲟⲛ
ϩⲙⲡⲉⲩϣⲱⲛⲉ	ϩⲙ|ⲡⲉⲩ|ϣⲱⲛⲉ
ⲙⲛϩⲱⲃ	ⲙⲛ|ϩⲱⲃ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲧⲟⲩⲟ	ⲉⲧ|ⲟⲩ|ⲟ
ⲛϩⲙϩⲁⲗ	ⲛ|ϩⲙϩⲁⲗ
ⲛⲁⲩ	ⲛⲁⲩ
ⲛϩⲏⲧⲟⲩ	ⲛϩⲏⲧ|ⲟⲩ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲛϭⲓⲛⲉⲧϥⲓ	ⲛϭⲓ|ⲛ|ⲉⲧ|ϥⲓ
ⲙⲡⲉⲩⲣⲟⲟⲩϣ	ⲙ|ⲡⲉⲩ|ⲣⲟⲟⲩϣ
·	·
ⲉⲧⲃⲉⲡⲁⲓ	ⲉⲧⲃⲉ|ⲡⲁⲓ
ⲙⲡⲱⲣ	ⲙⲡⲱⲣ
ⲉⲧⲣⲉⲛϫⲟⲟⲥ	ⲉ|ⲧⲣⲉ|ⲛ|ϫⲟⲟ|ⲥ
ⲉⲛϫⲓⲟⲩⲁ	ⲉ|ⲛ|ϫⲓ|ⲟⲩⲁ
ϫⲉⲛⲉⲧⲁⲣⲭⲉⲓ	ϫⲉ|ⲛ|ⲉⲧ|ⲁⲣⲭⲉⲓ
ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ
ⲉϫⲱⲛ	ⲉϫⲱ|ⲛ
ⲛⲧⲟⲟⲩ	ⲛⲧⲟⲟⲩ
ⲛⲉⲧⲟ	ⲛ|ⲉⲧ|ⲟ
ⲛϫⲟⲉⲓⲥ	ⲛ|ϫⲟⲉⲓⲥ
ⲉⲣⲟⲛ	ⲉⲣⲟ|ⲛ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲁⲛⲟⲛ	ⲁⲛⲟⲛ
ⲉⲛϩⲁⲣⲁⲧⲟⲩ	ⲉ|ⲛ|ϩⲁⲣⲁⲧ|ⲟⲩ
ⲛⲧϩⲉ	ⲛ|ⲧ|ϩⲉ
ⲛⲛⲉⲓϩⲙϩⲁⲗ	ⲛ|ⲛⲉⲓ|ϩⲙϩⲁⲗ
·	·
ⲛⲛⲉⲧⲁⲣⲭⲉⲓ	ⲛ|ⲛ|ⲉⲧ|ⲁⲣⲭⲉⲓ
ⲁⲛ	ⲁⲛ
ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ
ⲉϫⲱⲛ	ⲉϫⲱ|ⲛ
ⲛⲉ	ⲛⲉ
ⲛⲉⲧϩⲓϫⲱⲛ	ⲛ|ⲉⲧ|ϩⲓϫⲱ|ⲛ
·	·
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ⲁⲛⲟⲛ	ⲁⲛⲟⲛ
ⲛⲧⲟϥ	ⲛⲧⲟϥ
ⲛⲉⲧϩⲓϫⲱⲟⲩ	ⲛ|ⲉⲧ|ϩⲓϫⲱ|ⲟⲩ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲧⲟⲟⲩ	ⲛⲧⲟⲟⲩ
ⲛⲉⲧϩⲁⲣⲁⲧⲛ	ⲛ|ⲉⲧ|ϩⲁⲣⲁⲧ|ⲛ
·	·
ⲏ	ⲏ
ⲉⲩⲟ	ⲉ|ⲩ|ⲟ
ⲛϩⲙϩⲁⲗ	ⲛ|ϩⲙϩⲁⲗ
ⲛⲁⲛ	ⲛⲁ|ⲛ
ϫⲉⲥⲉϥⲓ	ϫⲉ|ⲥⲉ|ϥⲓ
ⲙⲡⲉⲛⲣⲟⲟⲩϣ	ⲙ|ⲡⲉ|ⲛ|ⲣⲟⲟⲩϣ
ϩⲛϩⲱⲃ	ϩⲛ|ϩⲱⲃ
ⲛⲓⲙ	ⲛⲓⲙ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲓⲧⲙⲡⲛⲟⲩⲧⲉ	ϩⲓⲧⲙ|ⲡ|ⲛⲟⲩⲧⲉ
·	·
ⲛⲁϣ	ⲛ|ⲁϣ
ⲛϩⲉ	ⲛ|ϩⲉ
ⲁⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ	ⲁ|ⲛⲉ|ⲡⲣⲟⲫⲏⲧⲏⲥ
·	·
ⲙⲛⲛⲁⲡⲟⲥⲧⲟⲗⲟⲥ	ⲙⲛ|ⲛ|ⲁⲡⲟⲥⲧⲟⲗⲟⲥ
·	·
ⲙⲛⲛⲉⲧⲟⲩⲁⲁⲃ	ⲙⲛ|ⲛ|ⲉⲧ|ⲟⲩⲁⲁⲃ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ϫⲓⲛⲛϣⲟⲣⲡ	ϫⲓⲛ|ⲛ|ϣⲟⲣⲡ
ϣⲁϩⲣⲁⲓ	ϣⲁϩⲣⲁⲓ
ⲉⲧⲉⲛⲟⲩ	ⲉ|ⲧⲉⲛⲟⲩ
ⲣϩⲛⲁⲩ	ⲣϩⲛⲁ|ⲩ
ⲉⲧⲣⲉⲩϣⲱⲡⲉ	ⲉ|ⲧⲣⲉ|ⲩ|ϣⲱⲡⲉ
ⲛϩⲙϩⲁⲗ	ⲛ|ϩⲙϩⲁⲗ
ⲛϩⲉⲛⲕⲟⲟⲩⲉ	ⲛ|ϩⲉⲛ|ⲕⲟⲟⲩⲉ
ϫⲉⲉⲩⲉϫⲓ	ϫⲉ|ⲉⲩⲉ|ϫⲓ
ϩⲱⲟⲩ	ϩⲱ|ⲟⲩ
ⲙⲡⲱⲛϩ	ⲙ|ⲡ|ⲱⲛϩ
·	·
ⲉⲓⲙⲏⲧⲓ	ⲉⲓⲙⲏⲧⲓ
ϫⲉⲁⲩⲛⲁⲩ	ϫⲉ|ⲁ|ⲩ|ⲛⲁⲩ
ⲉⲡϫⲟⲉⲓⲥ	ⲉ|ⲡ|ϫⲟⲉⲓⲥ
ⲙⲡⲉⲟⲟⲩ	ⲙ|ⲡⲉ|ⲟⲟⲩ
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ
,	,
ⲉⲁϥϫⲓ	ⲉ|ⲁ|ϥ|ϫⲓ
ⲛⲟⲩⲙⲟⲣⲫⲏ	ⲛ|ⲟⲩ|ⲙⲟⲣⲫⲏ
ⲛϩⲙϩⲁⲗ	ⲛ|ϩⲙϩⲁⲗ
ⲉⲧⲃⲏⲏⲧⲛ	ⲉⲧⲃⲏⲏ|ⲧⲛ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲟⲛ	ⲟⲛ
ⲡⲛⲟⲩⲧⲉ	ⲡ|ⲛⲟⲩⲧⲉ
ϫⲓⲛⲛϣⲟⲣⲡ	ϫⲓⲛ|ⲛ|ϣⲟⲣⲡ
ⲉⲁϥϣⲱⲡⲉ	ⲉ|ⲁ|ϥ|ϣⲱⲡⲉ
ⲛⲣⲉϥⲣϩⲱⲃ	ⲛ|ⲣⲉϥⲣ|ϩⲱⲃ
ϩⲱⲥ	ϩⲱⲥ
ϩⲙϩⲁⲗ	ϩⲙϩⲁⲗ
ⲉⲡϫⲟⲉⲓⲥ	ⲉ|ⲡ|ϫⲟⲉⲓⲥ
ⲡⲉ	ⲡⲉ
,	,
ⲁⲩⲱ	ⲁⲩⲱ
ⲡⲣⲣⲟ	ⲡ|ⲣⲣⲟ
ⲡⲉ	ⲡⲉ
·	·
ⲛⲧϩⲉ	ⲛ|ⲧ|ϩⲉ
ⲛⲧⲁϥⲧⲁⲙⲓⲟ	ⲛⲧ|ⲁ|ϥ|ⲧⲁⲙⲓⲟ
ⲛⲛⲉϥⲁⲅⲅⲉⲗⲟⲥ	ⲛ|ⲛⲉϥ|ⲁⲅⲅⲉⲗⲟⲥ
ⲙⲡⲛⲉⲩⲙⲁ	ⲙ|ⲡⲛⲉⲩⲙⲁ
ⲕⲁⲧⲁⲧϩⲉ	ⲕⲁⲧⲁ|ⲧ|ϩⲉ
ⲉⲧⲥⲏϩ	ⲉⲧ|ⲥⲏϩ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲧϩⲉ	ⲛ|ⲧ|ϩⲉ
ⲛⲧⲁϥⲧⲁⲙⲓⲟ	ⲛⲧ|ⲁ|ϥ|ⲧⲁⲙⲓⲟ
ⲙⲡⲧⲏⲣϥ	ⲙ|ⲡ|ⲧⲏⲣ|ϥ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲙⲡⲉⲧⲉⲛϥϣⲟⲟⲡ	ϩⲙ|ⲡ|ⲉⲧⲉ|ⲛ|ϥ|ϣⲟⲟⲡ
ⲁⲛ	ⲁⲛ
·	·
ⲁϥⲧⲣⲉⲩϣⲱⲡⲉ	ⲁ|ϥ|ⲧⲣⲉ|ⲩ|ϣⲱⲡⲉ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲙⲡⲏⲩⲉ	ⲙ|ⲡⲏⲩⲉ
,	,
ⲙⲛⲡⲕⲁϩ	ⲙⲛ|ⲡ|ⲕⲁϩ
ⲙⲛⲛⲉⲧⲛϩⲏⲧⲟⲩ	ⲙⲛ|ⲛ|ⲉⲧ|ⲛϩⲏⲧ|ⲟⲩ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲕⲁⲧⲁⲛⲉⲅⲣⲁⲫⲏ	ⲕⲁⲧⲁ|ⲛⲉ|ⲅⲣⲁⲫⲏ
·	·
ϫⲉⲛⲧⲟⲕ	ϫⲉ|ⲛⲧⲟⲕ
ⲁⲕⲥⲙⲥⲛⲧⲉ	ⲁ|ⲕ|ⲥⲙⲥⲛⲧⲉ
ⲙⲕⲁϩ	ⲙ|ⲕⲁϩ
·	·
ⲛⲉϩⲃⲏⲩⲉ	ⲛⲉ|ϩⲃⲏⲩⲉ
ⲛⲛⲉⲕϭⲓϫ	ⲛ|ⲛⲉ|ⲕ|ϭⲓϫ
ⲛⲉ	ⲛⲉ
ⲙⲡⲏⲩⲉ	ⲙ|ⲡⲏⲩⲉ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲟⲛ	ⲟⲛ
ⲛⲧϩⲉ	ⲛ|ⲧ|ϩⲉ
ⲛⲧⲁϥϫⲟⲟⲥ	ⲛⲧ|ⲁ|ϥ|ϫⲟⲟ|ⲥ
ⲉⲧⲣⲉⲛⲕⲁ	ⲉ|ⲧⲣⲉ|ⲛ|ⲕⲁ
ⲛⲓⲙ	ⲛⲓⲙ
ϣⲱⲡⲉ	ϣⲱⲡⲉ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲁⲩϣⲱⲡⲉ	ⲁ|ⲩ|ϣⲱⲡⲉ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ϩⲙⲡⲉϥⲟⲩⲉϩⲥⲁϩⲛⲉ	ϩⲙ|ⲡⲉ|ϥ|ⲟⲩⲉϩⲥⲁϩⲛⲉ
·	·
ⲛⲉϩⲟⲟⲩ	ⲛⲉ|ϩⲟⲟⲩ
ⲙⲛⲛⲉⲥⲟⲟⲩ	ⲙⲛ|ⲛⲉ|ⲥⲟⲟⲩ
·	·
ⲙⲛⲛⲕⲉⲧⲃⲛⲟⲟⲩⲉ	ⲙⲛ|ⲛ|ⲕⲉ|ⲧⲃⲛⲟⲟⲩⲉ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲛⲧⲥⲱϣⲉ	ⲛ|ⲧ|ⲥⲱϣⲉ
·	·
ⲙⲛⲛϩⲁⲗⲁⲧⲉ	ⲙⲛ|ⲛ|ϩⲁⲗⲁⲧⲉ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲛⲧⲡⲉ	ⲛ|ⲧ|ⲡⲉ
·	·
ⲙⲛⲛⲉⲧϩⲛⲙⲙⲟⲩ	ⲙⲛ|ⲛ|ⲉⲧ|ϩⲛ|ⲙⲙⲟⲩ
ⲛⲉⲓⲟⲟⲩⲉ	ⲛ|ⲉⲓⲟⲟⲩⲉ
·	·
ⲙⲛⲛϣⲏⲛ	ⲙⲛ|ⲛ|ϣⲏⲛ
ⲉⲧϯⲕⲁⲣⲡⲟⲥ	ⲉⲧ|ϯⲕⲁⲣⲡⲟⲥ
·	·
ⲙⲛⲛⲉⲧⲣⲱⲧ	ⲙⲛ|ⲛ|ⲉⲧ|ⲣⲱⲧ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲉϩⲣⲁⲓ	ⲉϩⲣⲁⲓ
ϩⲙⲡⲕⲁϩ	ϩⲙ|ⲡ|ⲕⲁϩ
ⲕⲁⲧⲁⲛⲉⲅⲣⲁⲫⲏ	ⲕⲁⲧⲁ|ⲛⲉ|ⲅⲣⲁⲫⲏ
·	·
ⲁⲩⲱ	ⲁⲩⲱ
ⲟⲛ	ⲟⲛ
ⲛⲧϩⲉ	ⲛ|ⲧ|ϩⲉ
ⲛⲧⲁϥϫⲓ	ⲛⲧ|ⲁ|ϥ|ϫⲓ
ⲛⲟⲩⲕⲁϩ	ⲛ|ⲟⲩ|ⲕⲁϩ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϩⲙⲡⲕⲁϩ	ϩⲙ|ⲡ|ⲕⲁϩ
ⲛϭⲓⲡⲛⲟⲩⲧⲉ	ⲛϭⲓ|ⲡ|ⲛⲟⲩⲧⲉ
ⲉⲁϥⲥⲩⲙⲃⲟⲩⲗⲉⲩⲉ	ⲉ|ⲁ|ϥ|ⲥⲩⲙⲃⲟⲩⲗⲉⲩⲉ
ⲙⲛⲡϣⲣⲡ	ⲙⲛ|ⲡ|ϣⲣⲡ
ⲙⲙⲓⲥⲉ	ⲙ|ⲙⲓⲥⲉ
ⲛⲥⲱⲛⲧ	ⲛ|ⲥⲱⲛⲧ
ⲛⲓⲙ	ⲛⲓⲙ
ⲓⲏⲥⲟⲩⲥ	ⲓⲏⲥⲟⲩⲥ
·	·
ⲡⲁⲓ	ⲡⲁⲓ
ⲉⲧϣⲟⲟⲡ	ⲉⲧ|ϣⲟⲟⲡ
ϩⲁⲧⲉⲩϩⲏ	ϩⲁ|ⲧⲉ|ⲩ|ϩⲏ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
·	·
ϫⲉⲙⲁⲣⲉⲛⲧⲁⲙⲓⲟ	ϫⲉ|ⲙⲁⲣⲉ|ⲛ|ⲧⲁⲙⲓⲟ
ⲛⲟⲩⲣⲱⲙⲉ	ⲛ|ⲟⲩ|ⲣⲱⲙⲉ
ⲕⲁⲧⲁⲧⲉⲛϩⲓⲕⲱⲛ	ⲕⲁⲧⲁ|ⲧⲉⲛ|ϩⲓⲕⲱⲛ
ⲁⲩⲱ	ⲁⲩⲱ
ⲕⲁⲧⲁⲡⲉⲛⲉⲓⲛⲉ	ⲕⲁⲧⲁ|ⲡⲉⲛ|ⲉⲓⲛⲉ
,	,
ⲁⲩⲱ	ⲁⲩⲱ
ⲛⲧⲉⲣⲟⲩⲧⲁⲙⲓⲟ	ⲛⲧⲉⲣ|ⲟⲩ|ⲧⲁⲙⲓⲟ
ⲙⲡⲣⲱⲙⲉ	ⲙ|ⲡ|ⲣⲱⲙⲉ
ⲕⲁⲧⲁⲧⲉⲩϩⲓⲕⲱⲛ	ⲕⲁⲧⲁ|ⲧⲉ|ⲩ|ϩⲓⲕⲱⲛ
ⲁⲩⲱ	ⲁⲩⲱ
